/home/baudoin/data/zurich_data/annotated_images/images/20210411_zh4_Flight_01_00154.jpg,3459,16,3477,63,pedestrian
/home/baudoin/data/zurich_data/annotated_images/images/20210411_zh4_Flight_01_00154.jpg,3101,241,3213,398,car
/home/baudoin/data/zurich_data/annotated_images/images/20210411_zh4_Flight_01_00154.jpg,3024,391,3138,557,car
/home/baudoin/data/zurich_data/annotated_images/images/20210411_zh4_Flight_01_00154.jpg,3600,431,3624,459,pedestrian
/home/baudoin/data/zurich_data/annotated_images/images/20210411_zh4_Flight_01_00154.jpg,5312,147,5405,222,car
/home/baudoin/data/zurich_data/annotated_images/images/20210411_zh4_Flight_01_00154.jpg,1247,600,1408,699,car
/home/baudoin/data/zurich_data/annotated_images/images/20210411_zh4_Flight_01_00154.jpg,1621,775,1779,909,car
/home/baudoin/data/zurich_data/annotated_images/images/20210411_zh4_Flight_01_00154.jpg,2147,1084,2296,1199,car
/home/baudoin/data/zurich_data/annotated_images/images/20210411_zh4_Flight_01_00154.jpg,1800,892,1928,999,truck
/home/baudoin/data/zurich_data/annotated_images/images/20210411_zh4_Flight_01_00154.jpg,4046,601,4158,700,car
/home/baudoin/data/zurich_data/annotated_images/images/20210411_zh4_Flight_01_00154.jpg,4200,708,4314,820,car
/home/baudoin/data/zurich_data/annotated_images/images/20210411_zh4_Flight_01_00154.jpg,4534,699,4653,840,bus
/home/baudoin/data/zurich_data/annotated_images/images/20210411_zh4_Flight_01_00154.jpg,5137,636,5207,681,car
/home/baudoin/data/zurich_data/annotated_images/images/20210411_zh4_Flight_01_00154.jpg,1060,1539,1099,1569,car
/home/baudoin/data/zurich_data/annotated_images/images/20210411_zh4_Flight_01_00154.jpg,990,1509,1029,1536,car
/home/baudoin/data/zurich_data/annotated_images/images/20210411_zh4_Flight_01_00154.jpg,1073,1494,1117,1520,car
/home/baudoin/data/zurich_data/annotated_images/images/20210411_zh4_Flight_01_00154.jpg,1415,1639,1531,1796,car
/home/baudoin/data/zurich_data/annotated_images/images/20210411_zh4_Flight_01_00154.jpg,1613,1719,1705,1794,car
/home/baudoin/data/zurich_data/annotated_images/images/20210411_zh4_Flight_01_00154.jpg,1333,1605,1439,1746,car
/home/baudoin/data/zurich_data/annotated_images/images/20210411_zh4_Flight_01_00154.jpg,1330,1605,1435,1744,truck
/home/baudoin/data/zurich_data/annotated_images/images/20210411_zh4_Flight_01_00154.jpg,2296,1200,2398,1273,car
